顧客名,年齢,合計金額
ヒヘヤテ ウトサ,46,31276
サイ ケン,22,31276
ムイヤ イヘエ,66,31236
ヲノ ノカヘ,63,31232
イワ コモサキ,64,31231
モイチ ヨツモ,16,31230
ネメミノ ケオサツ,52,31224
ホセニツ ナントネ,95,31201
ヨフヌ ケニ,50,31200
ヒスヨニ ミツヒユ,46,31200
ヌユツ ナコ,20,31200
スカモメ ウイ,79,31200
ササ ナユニヒ,61,31200
キメエ ニサメマ,39,31200
アフスモ クケ,98,31200
アタタ ケイコス,60,31200
ソイン セト,41,31195
サヤ テンナヘ,93,31177
スキニ ハミ,49,31172
メイ ムトオヲ,51,31170
コソネ ワオヘ,68,31160
マナ セヒオキ,44,31150
イミクメ クネ,82,31110
ヤヨ ソコ,93,31100
マヲケセ イタワン,81,31100
ツイヤヘ サノコヤ,94,31100
シホソ ワユウノ,37,31100
サンヌ シニマト,68,31100
エカ エワ,67,31100
オエヤ フシ,67,31082
ケヲ ンヲエ,88,31077
チクカ ソクカヲ,61,31042
ヨヲモシ クオヤキ,42,31033
ミヒアエ マツサイ,63,31032
ヲソ ネナ,32,31029
ニメ サモヘ,54,31024
クタムテ ホノ,98,31019
オホ ヒクテナ,60,31014
ウメ ヨコナ,98,31011
ンセキナ エホハ,71,31000
メセト キセナ,73,31000
ムヒチヌ メトマ,71,31000
ムハカ タアミン,89,31000
ネア ヨホマ,83,31000
ニシ カマネコ,99,31000
テセケン カヌニ,42,31000
ツホユ ノハ,58,31000
シムイ メキメケ,19,31000
ウアヌ モクヒコ,68,31000
アチムモ ホスワ,79,31000
ムヨタ オケト,95,30990
ミマ ヘス,63,30978
ヌヨケモ エアノエ,43,30965
ケシニセ セセキワ,59,30964
ワヤノ イヌ,27,30959
トヒネフ ノア,30,30933
カス ヘヘマヒ,58,30930
ミヨチオ トアウワ,90,30928
クシ メウユテ,48,30921
ムニ ヨエケ,97,30900
マソネフ シムフ,99,30900
フシワケ ソモメク,39,30900
ノアヨヲ キス,87,30900
ニメ ホヨセ,47,30900
ツミシ ソタナオ,20,30900
クエミヌ イト,95,30900
ウモユ ヘウメウ,32,30900
ヒフマク スヒトエ,81,30895
スンシ クニホ,63,30890
サカメケ メヨノケ,41,30882
キンヌ モシヘキ,38,30862
スヒカ スホ,95,30821
ユノメ チマカ,47,30803
ホセシヘ イコクト,20,30800
ヌム ヌエ,25,30800
ナサ フトソ,95,30800
テセオ ソサフモ,82,30800
タナン カヌユ,35,30800
ソナ タミマヘ,18,30800
セホニ ヲエヌカ,32,30800
セウヌヘ カモスヲ,43,30800
コクエセ ソトヒ,93,30800
ケオ ネヌン,35,30800
アユ タマン,34,30800
ナウ ケモネス,30,30783
シネミ チメ,93,30782
サヨ マヲウ,61,30772
カヌマフ ヌエメヤ,90,30768
ヌヒコチ シハ,42,30763
イチ ワキハイ,46,30740
ンヲソメ ンオト,66,30727
ンキスン ヤア,99,30700
ヲア ヲコニ,65,30700
ユユヘヒ ウキウ,41,30700
ヤトテサ ヤエオセ,86,30700
ホモ メナテ,67,30700
ハチトシ ヲヌタセ,52,30700
ノニカタ ネミニア,75,30700
ソンサ コテ,90,30700
ソシ サノミウ,16,30700
サア ユオト,77,30700
クモヨミ フモネ,76,30700
ホノ ソカワイ,58,30685
キコ ユタマ,69,30671
テセト ノムト,38,30670
ユムサナ ニウ,95,30649
ヲム コテソソ,56,30636
フア トウニ,36,30632
コヒヲナ マウ,34,30613
ンン モテマノ,27,30600
ンヘカ ムト,44,30600
ユス ヲト,56,30600
モホ ツネ,34,30600
モオンヲ ホウヒ,91,30600
ミモチテ ヤフタ,32,30600
ミミイア ツサセカ,27,30600
ミテ ヌミ,65,30600
ホサチメ ウセ,76,30600
フステ ヌエ,52,30600
ヒツ ユネ,23,30600
ヌチ トソ,84,30600
テマ ネカワ,99,30600
ツナ ンフス,19,30600
クヘホサ ワシ,76,30600
ヌクウク ユワ,66,30577
サエ ヨヨ,43,30568
ワヒシ ヲス,82,30559
シホナミ イホチハ,55,30548
ヒマ ワワノカ,44,30544
イモ ヘミ,50,30531
ヨオネヤ ムン,62,30530
ココイム ユウ,60,30523
コシネ ウノ,59,30518
ヤノ ナヘキ,76,30504
ンヒヨ エタイ,74,30500
マナモテ セヨンチ,89,30500
ニヨセシ ウンソ,91,30500
ニマニ フコツ,27,30500
テミトソ スナニ,69,30500
テハ ケヌサイ,24,30500
セム エンン,84,30500
スニシア アミヌ,36,30500
スカタテ カソ,22,30500
コヲヒユ チサヌ,23,30500
クミニモ カヲク,74,30500
キカマヒ コエ,96,30500
カヌンヌ ツヒミ,16,30500
オワ ケモノ,42,30500
エンン チン,33,30500
イヲ ヘミ,35,30500
イソテソ ノヤタ,53,30500
サコサユ サソ,42,30494
ネタ トニヘテ,32,30485
ソモシク スセタ,95,30477
ミニ タア,57,30474
フスケ ケハ,70,30471
ワチヨ キム,75,30470
マフミヤ ニメオニ,20,30457
キノ チモ,83,30457
キユノ ワハムホ,23,30449
ヤマケ ネス,71,30441
ンモタン ウヌタタ,38,30400
モワヘナ ソチノ,92,30400
フヒマヨ エムチ,80,30400
ヌイソク ヨヒコ,44,30400
トユニシ メヲフワ,17,30400
セホ ンアオ,38,30400
キハタハ ユスタツ,36,30400
マワネム ミシコヘ,76,30389
エヲ ツナタス,45,30366
トヌノア スシナカ,43,30328
ワノカヨ ユホケキ,88,30310
ウセツ メハヘム,41,30303
ンノオ メニテ,22,30300
ムコ ヘンニ,58,30300
ホマト ヌヲ,79,30300
ホヒネ コネチ,93,30300
ネス ヌマ,44,30300
ニヘサ ストソ,84,30300
トナ チキヲノ,43,30300
コヒオス ヨコサノ,32,30300
カマシ ヨウ,68,30300
オニ サトフチ,18,30300
エチア ヒク,71,30300
ウク ネキサワ,70,30300
ユハ ヌノ,29,30296
シツト ヤナヌ,28,30289
ユソヒ カユ,51,30281
メナ オヌ,80,30273
ハメエマ イシ,98,30260
テセス キヌソシ,45,30259
チカハナ スア,64,30214
アン ナメユ,61,30214
ケイ テウミス,81,30206
メワサニ イヲソフ,36,30200
メウ ツカヘ,83,30200
ノクシソ ユクオ,39,30200
ネタ シヤ,68,30200
ネア モイマ,74,30200
ツネナノ ウウタク,17,30200
ソム ウユス,89,30200
ソミス フノ,84,30200
クス ユアコ,85,30200
ウシ エコ,65,30183
ホムヨ ヘウヒ,67,30174
オムメメ テテイ,23,30171
ウクハノ ケネム,77,30161
カアナカ メシイメ,32,30154
ネフ ケオソ,91,30153
モシ スム,47,30136
ソアカフ ソネスイ,76,30130
タテ ニネタテ,25,30120
ヲサシマ ハサ,63,30100
ヤモタヨ キメオウ,25,30100
ヌソマム ウチ,51,30100
ナシセホ ヌミイメ,42,30100
チアシハ ツア,76,30100
シン ヌイ,80,30100
クユキ ユア,94,30100
クヤア フヌツモ,24,30100
カタ タイネヘ,58,30100
エヘカン ンウハ,72,30100
テフタ ヘヒワ,34,30071
ミクホナ ノイハ,37,30056
モケ ソヲ,21,30037
ヤメモ ヤエハ,58,30032
クコキ ヤホミ,34,30029
オア ケセ,75,30025
ヨコノキ モン,98,30023
ンテケ トテ,98,30000
ワヌイセ ヌコ,95,30000
ユチ スヤナ,61,30000
ユコ フヒ,39,30000
メメアオ ホニア,38,30000
メノヒン ワカソ,73,30000
ムノ クヤ,93,30000
ミハニ トナユ,48,30000
ネナノメ サヒチ,18,30000
ナンヨサ ユキス,34,30000
シヘフ ヌナト,81,30000
サニム コナソソ,99,30000
オユ カヲ,49,30000
サヨ ムヒ,17,29993
ヒツ ネユ,37,29989
オミ フヨ,19,29983
フテマチ ムモテコ,16,29977
ウワノ エス,35,29971
コケフソ ンワムオ,52,29968
コオエ カクエ,92,29957
サヒチ スエ,84,29945
メヘムク サヤウヲ,57,29920
ムス タケ,27,29919
ソヌハ ヘツノヘ,27,29916
ンノマム カハヨ,42,29900
モイク ソニ,56,29900
ミタツ コンワス,35,29900
ヘア チフニ,96,29900
ヒアウ スニマノ,17,29900
ナヌ ヨノカ,67,29900
テヤ ヤメヲウ,78,29900
テイスワ フヲニ,94,29900
タメ ワムウ,85,29900
シネニオ オサ,63,29900
サモ ヌマソマ,50,29900
サノマス シムケイ,76,29900
ケノカ オセン,33,29900
オエ ネヒワ,46,29900
イタ チテ,36,29900
アヌオ クヨナネ,43,29900
セヘナ ウハイコ,57,29866
ヘナイ コニマ,63,29857
ネヨコヨ アフメオ,71,29855
テタオツ オネニ,24,29854
ヲヤホ ノヨ,46,29815
ムト ウワイノ,97,29814
ヤナウ カンク,75,29800
ヤオソ ホソノフ,59,29800
モフエ ノク,93,29800
モハミユ スモミフ,99,29800
モハウ ニモ,22,29800
ムンエ ソソノ,95,29800
マツ ユイヨシ,81,29800
ナヨイケ コトヤ,58,29800
ナユアヌ ヨヤ,87,29800
コヘウ テホヌ,69,29800
カトヤク ヨハ,42,29800
オナ ナテ,56,29800
オウエキ ナフイ,92,29800
エモフ エトチヒ,90,29800
キヌエキ カモタ,29,29794
スヨ ヲイウ,63,29784
ミウ タイ,26,29778
アソワヨ ソヨヌオ,34,29771
ユンタ カメ,74,29770
モサ イハキ,97,29770
スヤヤワ ノヌ,30,29766
チノ エサカヒ,29,29759
メチメ アテハホ,30,29731
クヒ ノホヨ,82,29724
ネヨタモ ニハオキ,93,29708
ニイクト ヌヘ,29,29708
ワコシチ イユ,62,29700
ミト ヲンマ,38,29700
ハス オメ,17,29700
ネマ ソトア,85,29700
ニカ オケ,57,29700
ツク ムソ,49,29700
タシチ タヨトホ,66,29700
セミ テカ,26,29700
エムヌ ムキ,68,29700
ソテヲ ヲスシク,83,29691
ヒセヤヒ テナヨ,63,29686
ホミ アアケ,63,29677
ヌヘ チアモ,38,29671
ニク ニオヌ,23,29666
ソフヌト アミ,47,29658
フキ テマ,44,29645
モヌ チヨヒン,27,29629
ソチコヤ スク,68,29629
ミヨム クエクテ,92,29624
マハ ワヘ,48,29618
オミ ムソ,17,29616
ユメ モネ,42,29600
マシコツ フン,55,29600
ノネサヘ テクモテ,52,29600
ヌケタコ アメセア,22,29600
ニヲ ヲケサヌ,22,29600
ソエ ヲソモネ,51,29600
コソムツ ツホ,37,29600
クマネ ネハシ,22,29600
クノモテ モホウ,82,29600
クテヒ コヌ,74,29600
イニ クエ,49,29600
アクタ モマオワ,28,29600
ヘユ エヒミ,88,29598
ネサセ ニキアナ,51,29570
オヨ スセ,71,29570
クフケ ノニ,61,29558
ミノチ ケモム,83,29537
ヨユヲヲ サモナ,26,29523
ノテヲテ コノ,84,29522
ヒミユム モタ,36,29500
ハテテ アソ,79,29500
ネク ヒスセ,17,29500
ネエオ ナキヲ,21,29500
ヌユ カエヒ,36,29500
ヌホウヘ ハマメ,98,29500
ナヌトヘ エマウ,62,29500
チナ スア,26,29500
スメセユ サテノテ,35,29500
ウヘカカ ケコ,64,29500
トコカナ クオ,75,29454
サヨ キヲ,20,29450
ムハ エツヨテ,60,29427
チカスク ヨスムミ,16,29423
ワケソア テアヨ,41,29400
メフハク ツネ,36,29400
メサタタ ツサ,89,29400
ムメツニ ツチノウ,69,29400
マト ンノ,46,29400
ナスネ モソマイ,57,29400
ツナミ マハヘサ,23,29400
チコ ウヨ,85,29400
シセイ ツマ,97,29400
ケオノチ シクエ,58,29400
ケソスウ ホツ,25,29397
マネ ユソメミ,54,29377
カキ キキモ,77,29370
ンヨタ モメヨ,85,29355
シチテ メツヲ,51,29314
シフサ フエ,60,29306
イアク ハユ,87,29305
モチヲシ マキヲチ,66,29303
ンケ ソイ,19,29300
ンオ コノヒマ,61,29300
ワケ マヘ,90,29300
ヤヘホ フケ,37,29300
ミトネソ イミワキ,42,29300
ホナハマ ウフ,85,29300
ヘミタク ヌア,16,29300
ネトムニ ツサン,80,29300
ヌハ マコハ,47,29300
ニン ヲト,90,29300
ニノ ヒエミ,93,29300
ナマヨエ タノ,26,29300
トイオ ヘヤクユ,77,29300
セヌ トユ,61,29300
ケムヲ ナヒヨ,91,29300
キニ ヤニ,75,29300
ヲサイ ソネカ,64,29294
ニメニマ アノ,70,29270
メヲニ シヌヒ,43,29257
オケク ノムヲカ,56,29242
カイエホ ムウキス,36,29226
タスコヘ ユンシ,78,29217
クハ ナヤ,35,29216
ナメ サオホト,95,29206
ヤコユ ワチセソ,65,29200
モコ ンヌメ,75,29200
ノナカ コセヤ,94,29200
トモユヲ ナヌホ,48,29200
トコ ヨユヌ,28,29200
ツヤコカ モハ,88,29200
ツタヒコ ヨア,49,29200
ソコテ コチ,66,29200
シヒヨ ミヤ,20,29200
カワトノ ナムヒホ,31,29200
オクヌム マケメメ,77,29200
ウニ タニノ,29,29200
アヘイツ ツケ,24,29200
サイ クヲ,44,29166
エユ ヒチ,40,29161
フヌニ ツヲヌ,27,29160
ソトテニ ツン,87,29158
トヲ チケシ,53,29147
ウモコア イハムエ,46,29145
チヘ ヲヌスコ,57,29121
サイヨ ウサ,85,29110
ントノエ ユン,61,29100
ヨコテヤ ハニア,27,29100
ユンメ ヘハネツ,42,29100
ユソ ヌケ,62,29100
ヤシク ミヲナケ,97,29100
ヤエモ メン,98,29100
モコ ソトニマ,30,29100
ムヤヌサ タナ,51,29100
ムエ トヘワネ,79,29100
ミエ ツセ,40,29100
フエアキ ネウ,91,29100
ハヲ カアコワ,80,29100
タヨヒ メソ,91,29100
セケソハ ムンンヨ,54,29100
スオ キコ,52,29100
シエマヌ ンツミ,83,29100
ウメソチ セケン,45,29100
ヤハ アテエト,43,29093
ヘハエ ソオトホ,93,29087
ヒソ トモクケ,49,29068
ヌホ キア,48,29064
ヌサハ トミケ,81,29043
ヒヘ ウムンフ,18,29038
ヘサク ウヘニイ,28,29031
ミメイフ カテ,34,29026
テタカ イエキサ,96,29013
ンカニユ サマソ,92,29000
ヨホクオ オヒヒ,80,29000
ヨケ ハフソヌ,35,29000
ムナオ ヌクウワ,47,29000
ホヤ ワツンオ,83,29000
ホヌヨヌ ヨヌヲモ,20,29000
ハニソ ミテクソ,82,29000
テカ ママテ,80,29000
チシ ソケノ,40,29000
ソマテ ナナオヲ,78,29000
カソホ シチト,86,29000
イミ オスチ,59,29000
アケト アエ,18,29000
サヨ ヒクン,52,28995
サフヒ フフ,34,28982
ウケテ ワンタ,46,28970
トフ ホユ,37,28964
エヘヲカ オモ,31,28957
チヨホナ ウフメメ,74,28911
キスヤ タマ,74,28906
ンモヨト コニヨ,23,28900
モオトヘ カナキヨ,37,28900
メメユム ヘステ,20,28900
ミツモノ ワワ,65,28900
マタ エホ,85,28900
ホヤニナ スユソミ,36,28900
フオク ホシン,15,28900
ネモシ ミナテソ,23,28900
テママ ソン,28,28900
サタ セヲセス,46,28900
サエ ツウケ,18,28900
イヌ ヲセオタ,39,28900
アト キヤ,70,28900
イヲサ ムメク,16,28897
ヒクトメ ネスサテ,97,28889
ムコサホ ヲヒミテ,91,28880
ムモツ トネチイ,22,28877
ニメケ ワス,41,28857
ムユヨ モエカ,91,28851
オヒクマ ハヨヘ,86,28823
コテツシ ナチ,58,28820
ワタスホ テキ,19,28800
ムハ スコ,59,28800
ムツナ ヨイス,28,28800
ナトカム オサトス,79,28800
ナシ ワニ,21,28800
ツノメセ テケ,58,28800
ケユタ ヲネエ,87,28800
クミホ セソオス,68,28800
クネシン オフン,77,28800
ヌアテク ネモト,31,28798
ヒワ ヌヘ,48,28783
サンモ キワミ,19,28783
ケヌ ヘキノメ,88,28770
サワ ソア,47,28769
クソヨア ヲセイ,45,28768
ウヲクテ コカ,17,28754
ムクオ ナネイヲ,49,28753
モネク スフユカ,19,28750
ハウコハ ニセトチ,34,28713
マオア ヒヒヲ,31,28700
ヘサウ ムユエセ,97,28700
フヤ オトタ,31,28700
フネエ ユヲメオ,49,28700
ハチ キイニ,68,28700
ヌエノ サワ,66,28700
テホ アク,55,28700
ツムヌオ テテテ,36,28700
チメワ タシシ,25,28700
チオフ エヌナメ,48,28700
セエム ムホン,62,28700
ケン ノア,15,28700
キシン メム,51,28700
カサフ オヘヘン,74,28700
オメユス タチニ,82,28700
ウノンキ ヒヒナヲ,25,28700
ウエ クセヤ,74,28700
ヤソ トヘマ,77,28668
ハヌカサ ホヲ,60,28668
モンキテ ヒテ,63,28659
クネヲオ キヤ,63,28658
テチ ヨシサヤ,96,28623
ユク ハシワカ,63,28604
ヲサ ナア,57,28600
ワメイク カコオマ,59,28600
ワノ ヲメ,72,28600
ワキナエ セメム,91,28600
モサフ ノナ,90,28600
ムンヨコ ユホ,68,28600
ムマ マヒニ,21,28600
ムネサシ コサ,45,28600
ムシユト チノ,44,28600
ヘユモミ ワスン,91,28600
ヒキシ ヒシア,78,28600
ニエチ コカチフ,40,28600
テニケ ヒシイ,41,28600
シミ オヒテヌ,91,28600
シソ ネウム,18,28600
カン ヌスタユ,79,28600
カイ テメタ,80,28600
エコツヨ ハヤ,27,28600
エウヒ ウウス,70,28600
ワク ヤツチ,83,28560
メメ キエ,78,28548
タチヘ クサテ,55,28547
コキケ ヲンニン,47,28536
タヌンミ オカ,94,28530
ノスオ ミクユ,34,28519
ワメケ ンワ,46,28500
ヨモミナ ノス,16,28500
メニヘミ スケモチ,78,28500
ニヨエン カユツ,60,28500
タミホワ ケウツ,65,28500
サフホヨ ユテエ,75,28500
サセマス タヒ,46,28500
サオ ノエヨ,56,28500
コヌカ ノムチナ,95,28500
コキ ネツ,45,28500
キフテエ ホユトツ,75,28500
エタコフ メタヒ,56,28500
イム ンウニヲ,88,28500
シユイメ ニオノチ,79,28483
ヨセホ ハソタヲ,68,28453
フニ ソキ,41,28449
ヲエ ニヤフ,34,28432
フトニス ミヒチ,24,28431
ネチ ンチ,82,28412
ムシイコ キクホハ,23,28400
フヒフケ ソキ,71,28400
フヒ コクニタ,30,28400
ノヲスセ ミキナ,65,28400
ノハエ フマノ,40,28400
チユンシ トアシチ,91,28400
コツヘ コム,35,28400
キノヘメ モア,36,28400
キキ キフ,30,28400
オノシオ ムタマ,95,28400
チシ サソ,38,28385
マシヌサ ウノ,64,28379
ムヨナス ヒコモヲ,40,28375
ヨエホメ タコテ,54,28373
ヌイエヲ ヤノクン,38,28368
ニヌ イナヘ,18,28320
アサ ウムウタ,20,28301
ワム ウエケチ,39,28300
ワヒ セヒウン,67,28300
マヲシ アフ,90,28300
ハトウセ チタスミ,25,28300
ヌチ モオヲ,26,28300
キユ キモサ,19,28300
ツメケナ マヤトミ,64,28295
ノヒ サネメタ,50,28288
ヘカ アツシサ,77,28282
ネトキ コソ,58,28274
ケキ ソネセケ,61,28258
ホヨケ ヨヌメヒ,73,28256
スノ ヒメ,18,28256
フヲツ フツン,92,28243
トン モヨツツ,76,28240
ソム ンテヲ,71,28228
