名前,商品名,注文数,合計金額
ネムクテ ソヌセ,lp10967,1,123800
タクヲ ネカキ,sk12434,1,86100
ヌケコノ ムウアウ,yp12357,1,36300
ヤシ セヘワホ,dm10617,1,155500
ヲユワ サユオソ,ai10115,1,23400
ツチ ツユヤハ,rj10672,1,61600
ネホサ オヒヌ,qy11059,1,48700
ケンワ ヌク,au10496,1,73100
ヘコマ ヤヲエケ,uq12602,1,39868
ケチエタ フクイヨ,dl11712,1,27200
ヤカミハ ハヒチセ,dh11820,1,22022
クヲニ ホヌ,ps12515,1,60500
ヲヌキホ ハセ,gx12793,1,10900
トテンテ フカヌト,zz12563,1,23440
ヘカン カソ,pn11536,1,90600
ヤムテ オコタ,sm12797,1,20500
シクテシ ネカノ,yu11494,1,53100
モセヒ ユワ,uo10599,1,23800
コノノ モキ,ov10845,1,55077
モオヨソ オハト,ua10507,1,91800
アセオセ ミカユ,yz10078,1,73100
ワヤノ コミ,li12892,1,57900
タヨ ワツ,co12267,1,81866
イウ ワヤ,cz12931,1,66120
チチミ メワ,ng11605,1,52817
イモニノ オン,kc12009,1,68100
チコタ ヘフノ,re12403,1,20086
ネツトユ ニチア,yy11984,1,41810
メキ サア,mi12783,1,39700
ネツアホ ンウワ,zp10665,1,99000
モヨツツ トン,ap10266,1,28240
ヲクチ ヒカ,fi12987,1,65400
タヤア ニシヲ,cy12955,1,50400
コトチ ハソユニ,aa12330,1,72900
ワム ソヤフヨ,zv12402,1,47291
トマネ メカフ,ob10536,1,89700
カムキユ イニイメ,ib10289,1,21200
アチメチ テタミ,ih10132,1,60500
ケメ シス,ff10991,1,51700
ヘヨコ ヘモ,tb10236,1,82500
ユム ナチツヨ,uy10951,1,90900
ワム ソヤフヨ,hn11676,1,47291
サコ ヤシ,ch11142,1,74900
ナマコ ヌタタ,jd10163,1,58100
フマ ケアミ,gq11054,1,101373
ケツソケ ハツ,xp12394,1,55627
メハ タミメ,yq11680,1,61964
キヲソ ネマ,nn10742,1,47400
チヌ ニヨニイ,ko11185,1,49372
ムエ シスアム,as10596,1,78000
ソヲヨツ ノヌセナ,el10860,1,25887
スホ スヒカ,ez11238,1,30821
テチサヨ スネワフ,ty10747,1,57100
シコカツ ネキソ,lu11274,1,64500
ウメクハ アヤ,vm10996,1,84400
ナノツソ ンン,ff10991,1,46300
ネコス フユオ,bt10577,1,39000
イニイ チマ,ra10922,1,54000
ナフ ニイウ,ao11906,1,46121
ンウハ エヘカン,fv10028,1,30100
ミユミ チオ,gr12946,1,47000
ユニ ネヒフ,am10167,1,71500
メキ ムンユ,wa11946,1,42600
メハ タミメ,ci10975,1,61964
キハワ ハソワネ,ig10512,1,34623
ホエ アシキ,gw12234,1,42823
タヤナヨ セソオ,mt11744,1,44489
ヘアサ ネマオテ,me10553,1,102920
ソン ヌケヘ,ew11624,1,63231
ケタ ウヒト,nv12294,1,75800
キユ トソムシ,ae12128,1,95600
ワソト マメ,hw10190,1,95112
ハヤテミ ヲヤニ,kr10686,1,71606
ヒヘ ヲヒ,fv10711,1,63937
サナミ モチ,sl11450,1,60900
ヒムワ ハソヲシ,wb11123,1,99100
シヲカ キヒユホ,qc12437,1,36900
マネ ケアモ,ro11702,1,56164
ヤイト ハヒキ,uk10929,1,41500
タニ キトナツ,ap10186,1,68647
ミシ ネコヤヒ,zn11208,1,31800
ツマ ヒハ,bk12952,1,44747
ヒウ オオアヲ,dx10756,1,60013
シネ ヘトマミ,lk11026,1,50100
ネタ ホト,aw11499,1,43200
ワトテナ ンキケ,yj12350,1,131113
チナセワ クノ,tp10648,1,78500
ソツエサ オサウノ,wi11664,1,76300
モタミ ヤマノ,lw11511,1,48752
メトカキ カフ,qv11969,1,82400
ヤワ ヲモ,fv10591,1,103800
セシ チテニ,ci11112,1,51700
ウユ ウカ,np10406,1,46200
ウシ ホシヒフ,pq12480,1,72300
ンノセマ トマカテ,nb11772,1,73900
シチチム ツナノワ,ya10521,1,78500
ネワ ノヲ,ko12558,1,32500
ンノ ヌエ,zr11591,1,58800
オセコク ナエユ,nl12908,1,69357
モキ オホソ,wx12199,1,20900
ソヲオ ヌキモハ,px10584,1,59885
コタメナ ソムミア,aa11558,1,46404
ネタ ツイカ,gh11940,1,52200
ムヘアウ ヒワヤネ,bu10103,1,92684
ツオ メアモア,tl11146,1,43407
テア ハタハ,ra11099,1,68000
ムヘシワ コヘトカ,po11851,1,32907
ママワ ネホ,db11922,1,23027
ミツハム カタ,kc12009,1,57809
ホシエソ ムン,tt12150,1,101002
サワ スム,cc11153,1,60600
トヘコホ コワマ,jw12154,1,43166
エネ オナ,xg11836,1,53500
スタス メヌワフ,bc12792,1,45600
フトコヘ ウイ,kg10350,1,34500
ユフ フテ,sd11777,1,68741
サタオ ホツ,pz10391,1,34500
クソオニ タナヘコ,mx12668,1,34600
ネソテ ハサハ,om11341,1,66600
ワケ セヤチネ,du10416,1,75143
イヌ ワヤノ,es11285,1,30959
ニサ ミソウエ,bq10851,1,20905
サウムム ヲフワソ,wq10663,1,53200
コヒ メトイ,na12146,1,76100
ウマ フニマ,ux12220,1,70800
ムムミユ ヤアコメ,vw11187,1,36590
トソ ヌチ,ls10432,1,30600
クナンオ ニフヒソ,sq12494,1,71316
ユニホ ムヘスシ,xm11384,1,44000
フセサ シヲク,zx10787,1,44800
テアヲシ ナノソ,mv12670,1,8700
ニミアメ ヌヘステ,mp12957,1,40500
シヘ メエヘ,hn10835,1,42900
ヨサ エホキ,ip10106,1,50600
ヤホ キオフ,zj12157,1,116400
ヲヲネソ キオネ,qj11626,1,49843
ヌヨノト セケイホ,ui11799,1,26200
ワマニヌ ノヘケ,he11473,1,64670
セオエ トヘ,nf11463,1,128200
ソユ ヲモ,cq12740,1,53400
メキオコ ナナ,iq10361,1,80598
ナユミ カネセモ,ib10289,1,32561
ケフ ノウン,ug12804,1,41200
ウマ ワシメ,cw12850,1,79600
セヨチノ モメムテ,wf10874,1,62500
エウハメ ネセヲ,sg10538,1,125400
ケハ シホ,wk10199,1,90800
ユテキ アシヌク,di11742,1,57666
カマチオ ノインチ,np11909,1,63599
ニタトソ ニト,sc12876,1,66680
スエヌ ヌン,xx11977,1,15695
エワ イヨス,pf11240,1,100600
ノトホ ユケワセ,vc12335,1,68010
マソアン フニキセ,df10447,1,28124
ナサ ノノア,mb11859,1,66500
ホツ シアチト,xg12782,1,26714
チエトツ シセアワ,ks11996,1,62300
チトモモ ヒケ,ec12705,1,57700
ツユ エフ,rc11555,1,86956
ホスオ イコ,kh11627,1,58228
モムサヲ ニミタユ,yy11984,1,43123
ワヲキネ アヒヘハ,ii12170,1,35000
トカ スタフ,ld10495,1,96303
スヨ モユ,np11909,1,66000
ヨネシ カサセ,gr11666,1,54600
ホツ スヌワセ,kq11834,1,69600
ンニ フケシマ,jg12832,1,57400
フフムホ アホセオ,xe11228,1,55800
ミヲワ ハトハニ,co12441,1,49900
ヨムケ カセシノ,au12382,1,35800
ヲヤ クケ,mu12242,1,92900
カキヨチ ニオ,bj10066,1,74300
ヲミノ ネヤ,im10210,1,104800
ユヘ フスウワ,ae12128,1,44447
テソノメ マモ,kp11324,1,51551
ミヲ ヤニ,dl11271,1,95576
メケ モヨ,et10679,1,91000
チア ネシテ,tr10440,1,25300
モクサ チヲ,kp11324,1,35500
スソ ナツタ,dg12917,1,37700
ヲチタハ ウナ,pq12178,1,44700
ヘカ スヲ,js11005,1,42100
フテヤユ スマユネ,ik10757,1,74800
ヤケシク オホ,wf10068,1,50100
ホエ アニヒ,br11697,1,45200
ソオ コホ,vs12301,1,54700
シヘナフ ヨクモホ,zg11849,1,23028
ナニ キク,tt11716,1,21100
イヲソフ メワサニ,ag10732,1,30200
チナセワ クノ,mo12442,1,78500
ヨオンキ マカエ,hi10146,1,32300
ユカ ソフ,ih10132,1,14500
ハミシ ワムチウ,yn12529,1,80700
ヤワコン ホヘハハ,ez12195,1,35804
ハヤテミ ヲヤニ,ip10106,1,71606
ネサ セツセ,au10496,1,65700
ナケ ホア,gw11314,1,97100
ヨウユ ヤユ,wy12428,1,85800
ユヲ シヌナ,dk12552,1,77400
ヨヌナヤ ウケツ,aw10427,1,25414
フクム サヨフヌ,wt10723,1,89818
オテソシ ヤツ,wj11731,1,53000
ハイ タン,rt10588,1,40500
ネメ ヒワマ,pl12070,1,72400
ニツヌ ンノ,qe10568,1,73815
ナケ ハモテ,ap12346,1,42400
ツウツ ヨヘ,tb10236,1,40700
ツハエツ オホノ,br11434,1,28100
テシヘヌ ワフスユ,cl11167,1,86100
ソワ フユク,th10405,1,60619
ナエ ヨミ,kk11263,1,107400
ヨノウモ ケメニヌ,tt11793,1,61883
テマセ ナヘヒ,nx11458,1,78200
トマホオ ソウ,xi12657,1,137500
マス ワセホメ,zr10018,1,11466
ノヒ ネハ,lx11406,1,60700
エヤ フマコサ,ys12984,1,50300
ニサツ ムトニヘ,mr10656,1,72500
モイ タツイア,uw12340,1,48700
マヒチ カエ,ta11160,1,35200
ナシ ホスイモ,xk12540,1,133300
モメ ウコシ,qo10915,1,51200
セテ ウサソ,yi10182,1,70800
ウイヲ ノアコミ,ff12133,1,119200
ムンコ テム,ce11029,1,55200
コチキ エメフ,ov10305,1,124200
ヤナマワ ケクタカ,wq12944,1,18400
オナテ オムタ,yi10182,1,53400
ツヨハ ウホ,tx10136,1,44040
ソヨ ワワオ,ty11832,1,40359
マサアト コヨミ,mf10526,1,20300
ユマコ ツソマコ,fu10782,1,57900
セモアエ フウネ,wo10721,1,37300
ハアウミ マナオ,da12474,1,62800
マカ チフナ,lp11630,1,73000
オノ ヤチホカ,ph11126,1,21600
ンオムセ ホマヲ,cm10688,1,41376
キユ チセムワ,gk11045,1,45900
カアメン ツサヲ,mo10351,1,37400
ヒクカム ヌメ,yk12546,1,35943
ミクタス チチ,xq10783,1,130700
ヲフセ ウケソヲ,fh10015,1,46000
タフイ オキ,tg11343,1,95104
アク テホ,fd11613,1,28700
カコヨ シヌ,uw12340,1,52300
アヌサニ メムワテ,xa10156,1,41100
セニムコ クアチミ,xj10175,1,59000
メキ ムンユ,ch12422,1,42600
ニネトヲ ワワニ,sl11982,1,51300
ナモヤヘ アヨウ,la11193,1,24700
テケ フイソ,lc11257,1,49534
エメヲヒ フアマユ,qz10280,1,16560
ケヌヘ タナカ,zt10653,1,108900
セナワ セセ,cs12725,1,62100
クニホ スンシ,le11041,1,30890
ミスモシ サメサオ,jz12579,1,14830
ヒネ ナカケメ,ft10275,1,52332
オホハ マシヨホ,lb11642,1,50750
ムイノソ モヒキハ,wa10624,1,32100
ケコ エチエネ,pm12063,1,72200
テメン ホサヘ,ej10279,1,87300
ホオ ウシク,ra11099,1,95600
キミ ネヌンヌ,oa12358,1,74606
ムオ トヨカ,ic10775,1,24515
メケミ タウ,ci10975,1,53500
ケヲ フイクタ,cd10212,1,81348
シチオク ヤヲ,du11718,1,87358
イヲソフ メワサニ,bk10821,1,30200
チワチ ユテワシ,js11049,1,32500
ヒンユタ オチヨ,gq12287,1,48300
ユヘ ソフウマ,ww10537,1,67900
ハム ノイテタ,xn10487,1,43815
ヲス トヲネオ,fg11575,1,73163
ホムンア ナムチ,cn10535,1,35700
オユチ ンセ,ch12616,1,54200
カテキコ ハハヲオ,vq11459,1,34000
イセヌエ ニヲ,ew10414,1,22291
ハヨヘ オヒクマ,kc12009,1,28823
ンテトタ ハコ,kx10943,1,32129
ヨスツム ユスウ,hj10301,1,86000
セン コミケ,fw12481,1,36970
スケハ カフ,ei12506,1,132200
ユヲ シヌナ,qj11626,1,77400
タトワメ ヲワナワ,oc10425,1,20868
オミヨ ヲサ,gn11466,1,78100
キヒソア スサン,mk12023,1,78100
ハテコ クソコ,zl12473,1,32800
ネサ クカシヌ,no12152,1,51400
コノ メセ,vw10990,1,31400
キヌフ アヘ,ji10481,1,76100
モコマタ ケウウ,br12290,1,49353
メミケユ タケ,kr10890,1,51700
ントナニ セア,pg11758,1,33671
エハ コツノカ,qj11626,1,27055
ワユ テワ,rh10307,1,55454
ユモタ ハヒキテ,fk12703,1,77700
ヒツニケ ケケナク,ai12251,1,50300
ホツホ セミアヌ,pb12791,1,43900
ミヲンフ ヒマ,th11920,1,116628
ウユ ウカ,qr11760,1,46200
チホタ ノンヘン,pp12669,1,39913
ツマヘ ケマ,tj12794,1,35700
コニ ワマセキ,rb10578,1,36200
コイアヘ トイメ,fg11525,1,37400
ヘアステ ウサユ,ig10512,1,54300
アスニワ トトチス,az12006,1,92100
テフ ククヤ,mq10094,1,68200
スネシサ ノフチ,im12425,1,86000
ハヌケ ソキオヲ,bf12203,1,47190
ユカ ヌネ,cv11300,1,51300
エホス イワヒ,oh12021,1,22109
ムミホツ ヤツサミ,mz11493,1,64200
カワモフ ネノマ,ri11879,1,16300
ンチヤム ヌク,mr10656,1,59700
マヲモ オフセヌ,on11147,1,107200
ミミワヲ ハナ,ff12414,1,34344
イン ムコトユ,aa12330,1,87682
ウシイソ ヒヘハ,ci10529,1,48100
ンコネエ ウフトフ,mo10351,1,46000
ワオモ コニケ,is10133,1,58800
イマヤナ キイ,fs11651,1,62434
ワソキテ ヲソツ,ip10106,1,32700
カソ メス,bx12246,1,62800
ユイヲ ハスホシ,nk12482,1,63400
ソサフモ テセオ,hi10549,1,30800
シユ ウカヤ,cn12751,1,153927
ヌワ ユチ,ky12641,1,23800
ニムト ヘクンカ,dl11712,1,77858
メメニ ネヒ,ql12375,1,80898
タニ ツモコヤ,fv12254,1,71700
キシ ツスオ,lk11026,1,119121
セキ オフンム,dk12552,1,78600
コノンシ セキ,fw11046,1,74000
ヤオ スコ,ej12097,1,45600
セモ トエナ,co12796,1,41500
マスス ヨカ,ca11622,1,33106
シフク ハス,yy10727,1,45600
ノムモト ソエ,qi12010,1,56474
アツス ワタト,pc10241,1,47825
ワテアユ オサホ,tp11670,1,47664
ケナカ ンヌホノ,is10248,1,38800
オヲノ ヨモイア,zg12900,1,145500
イヨサホ ネンヨノ,ox12526,1,100776
ムソ ツク,vm10557,1,29700
ナナハケ キノチ,zo12682,1,96300
フムス ナウモワ,bk10100,1,11254
ヘオク ウウハエ,ag11184,1,65900
ミセムチ ワイス,aa12049,1,68400
ヌミネ ナテネフ,gs11876,1,53800
イン ノスワイ,hc12934,1,23200
シフ フセ,fh11138,1,42500
ソツミヒ セウ,ev12229,1,73600
ノキヌ チメ,zz12723,1,20100
ヲム イチマヒ,gn10478,1,18700
ヘナ ヘキ,ut11350,1,66900
タナ スマシス,sf10031,1,51927
モト メムス,rj10232,1,58384
カコウ ヲユケナ,ve10632,1,39759
ナウナ ワユヲセ,in10065,1,40700
ワナヤソ ヨヒスシ,ux11518,1,65300
タフイ オキ,el11258,1,95104
トミケ ヌサハ,zz12059,1,29043
ナエヘミ ヨハ,jp12788,1,67500
ニワキ カヌキス,lc11257,1,97500
ワヲセ キノヌア,yu10160,1,60900
ムヘ マトエフ,eo10780,1,93900
コユハ チイネウ,co12441,1,83700
ネワモナ ニス,jj10276,1,50238
エエ シケト,is10133,1,133600
カキサセ オユワシ,no10472,1,42500
メケ モヨ,el11837,1,91000
トハセ ネシク,it10479,1,23700
ミテ チウマ,zk11900,1,68400
ネモヲ テナムン,nh11604,1,48317
ソウチツ コトム,mc11286,1,11038
ケカ キカ,oo10380,1,59400
ヒウツヤ ヌノ,cf11570,1,18071
コミ ウシヨシ,ux12220,1,82400
マムウオ サトヌン,si10388,1,56999
ニツ マツスユ,mo12325,1,39600
ミヤ ツクチ,mq11766,1,71700
セツキ ンエツ,kb11788,1,83000
ホイ フタ,zv12625,1,96900
セシ ヘモケ,zh11657,1,53800
イユオケ ヨテンソ,wl10298,1,32432
ヒメ ヘメニア,me12495,1,52800
キエ ヲノ,qh10638,1,52500
ネチ セヘモホ,qh11335,1,39284
ホンオマ ンソンタ,bj10122,1,39444
ミハ ユモヨヤ,jl10110,1,88100
モトムヨ ホスヘ,nv12294,1,65800
トユオセ サヨ,xi12657,1,64379
ユヨコソ オカフム,pi12115,1,66722
キオネ チツ,lg10643,1,71100
トアマ メチシ,jy10047,1,41300
ヤホ キオフ,jr12856,1,116400
カキ ヲケ,ma10497,1,42074
セウサ ヘスユユ,ct12285,1,44000
テフヒ ヤコスミ,ve10155,1,58700
トヤイ マカワク,vy12897,1,38500
ヤケヤソ シユ,zw10834,1,44700
ノヨヲ シナイ,xa10156,1,95873
マカアメ ヌスヒ,cv11076,1,38600
タヨ ワツ,et10740,1,81866
ナヤ イヨミ,ib11824,1,46141
ヲサ ハウノ,mq10274,1,35000
シヲツヲ タム,ol11057,1,21599
コチ ムホト,kq10165,1,49486
ソキ フヒフケ,hs11908,1,28400
ミタシ ヘサフシ,ej12026,1,74000
ヤオホソ フカエキ,ay12372,1,59863
ヨヌ アケミセ,ir11917,1,99200
ユヲ コチ,sl10413,1,51700
クカコフ ヘマサキ,at11378,1,62500
ケカウ スカフエ,kx12213,1,67200
ヨヨヲ ネマチケ,un12272,1,18300
ノノキ カユ,aa12496,1,22000
ニスノメ ミシネウ,du11323,1,97800
マワネケ ニタムノ,yy10727,1,95600
ナシ ホスイモ,om11923,1,133300
サオネ シチヘア,tu10090,1,31961
ソネカ ヲサイ,dh11889,1,29294
テヤサ ヲマコ,wl12653,1,44517
チテム ネキムヌ,ub12032,1,19900
メチ ニニヒン,is10133,1,39900
ヨウカヨ ヲフ,aj10618,1,62400
セツヌナ ソキモナ,mx12351,1,48500
ネナ ヲソ,zo12682,1,31029
シノ ンシニ,ad10712,1,63400
ミワテ オス,ia10550,1,51545
ケタ ウヒト,lw11511,1,75800
ンスシ ホメソ,ac12326,1,84700
カアノ アオ,cd12002,1,64466
タヒ サセマス,cg12827,1,28500
サス マイ,vw11187,1,59200
ミヨフ モテン,ib12911,1,60819
ヲトミ サムモ,uq11107,1,61800
ハユメ ツム,lg10006,1,7149
タム テヒモホ,an10613,1,100800
ワス ネウ,wb12634,1,39900
ツア チアシハ,je11253,1,30100
ノシエホ オンチ,ro12649,1,40500
ケナヨソ ムトン,jl11475,1,70454
ミメナオ スミヌ,jw10315,1,70700
トユオセ サヨ,tn10713,1,64379
ンナスイ ハワト,fk11186,1,94900
ソチノ モワヘナ,fi11885,1,30400
コキヤ ウン,vy11983,1,40900
ワホタヤ シオヌ,ay12372,1,82428
エクオ ヤテフマ,ok10135,1,90400
エホネ ウウ,bn12068,1,82700
ニツヌ ンノ,aq12745,1,73815
アトコシ ヨノヨエ,ac10306,1,124300
タカテ ヲシコ,ex10519,1,75100
コスカア ヌノセエ,yr11828,1,21982
カコメソ ツオ,ce10627,1,49600
ケコスタ テネ,kn10849,1,56553
ヒサメ ネイタス,sh10571,1,41900
ヨナヨ イヌイソ,aj10548,1,36700
ヌナ ヲワナケ,bw11385,1,64000
ウサ サイヨ,mr10656,1,29110
メヒ ウカ,um12825,1,60625
メウ セスナカ,co11739,1,21100
オヌナ ニトユヨ,os11673,1,58477
ニママア ニメユナ,xf11270,1,74200
ムテ ナミメ,th12025,1,51700
ヨワツ キタオエ,lr12207,1,75632
ヲヒカウ マモソ,rv10764,1,26700
エワ エカ,dm11330,1,31100
アユチ トナ,oo11419,1,70200
キカ ソホク,yj12148,1,25513
スイユイ ススヨウ,gs10730,1,71953
モユ ネハ,ez11441,1,33200
イイチ ウユメホ,ho11426,1,77300
マテ ナエ,ox12526,1,42700
ソソウコ カハヨ,fu12430,1,45000
サオケ ユイ,mb11437,1,94679
ンイ ユマソカ,zw11789,1,64700
フサケ チマヌタ,fa12974,1,25030
ノハ ヘオコニ,ji10481,1,32500
ニサ カムン,ug12328,1,15100
チヘムテ マナワヒ,cw11665,1,55719
クタンウ スコツホ,vn12266,1,46345
カフ クソタ,wy10981,1,40000
ミタシ ツムミマ,py10629,1,47100
ンウハ コケコ,bb10850,1,19281
エナ ソツシ,kq11834,1,42200
ハフム ツエメア,gp11074,1,94800
ユハ ノウメ,kz12018,1,46903
チマカ ユノメ,co11739,1,30803
ナタ ニスセ,qa11465,1,72072
ツカアク ヒエンチ,je12644,1,56025
ナフ ニイタユ,vf11319,1,54032
アスヤソ マユ,wa12119,1,37700
ヲマ テヤヒミ,vw11888,1,13700
カセヨ アセハ,nd11644,1,85106
ツク マクハ,qx11114,1,62200
ヘノ フツ,qc11892,1,24200
フチ ケシ,qn11961,1,22172
ツフヌカ チカス,sc10075,1,76100
シウハ ストア,aj11863,1,85100
ハンコ ミヤ,te11745,1,72400
ユソ ナコクキ,jw10315,1,72200
ヤカ ヒクヤウ,fq11935,1,139617
ナヲヲケ ユタワ,uw12206,1,22700
シストメ マサア,xt12192,1,71000
アメン マヨソメ,tj11989,1,38100
エメカト コヒイエ,ge10395,1,82200
テチ ヤハメ,jj11191,1,32200
トケツ ケエヒ,qw10501,1,49000
ヲミカア スセホ,qi12671,1,63300
シノ ユエ,js11199,1,45000
エハ カスフ,uf11521,1,46528
テシヘヌ ワフスユ,ua10507,1,86100
ンウソ ンセヌ,no12152,1,45700
ネシナソ ミニユ,sl10366,1,92099
ノタコオ タワ,zb12038,1,66200
キキハン ヘユワ,oa11052,1,51117
ニセ ヨモホ,td11124,1,123642
チヤコ セク,id10646,1,53600
アケヒ ンタウセ,um12630,1,8717
ウオヲ キウソキ,nt11362,1,32571
ヲトア ヒニハ,ux11518,1,35010
ニヘコ ムマセ,ql12375,1,81900
セヌヲメ ケイユ,sm11181,1,135300
エチ ムヤ,dd10374,1,75200
ンヒ ニメ,qx11114,1,112227
ヘニユケ ワアン,bb10880,1,56400
コナソソ サニム,yy11211,1,30000
