名前,地区,年齢,合計金額,百円単位の四捨五入
ネツアホ ンウワ,沖縄県,31,99000,99000.0
ワヒ メウアヘ,埼玉県,51,47900,47900.0
ムワ タコテン,東京都,26,47000,47000.0
フアカヌ ハコイソ,東京都,86,41500,41500.0
ノカヲユ ソヘ,宮崎県,91,40000,40000.0
ナヌユ アヘテ,石川県,52,91600,91600.0
ハテコ クソコ,愛媛県,86,32800,32800.0
ヒエツ ヤアア,大阪府,52,21200,21200.0
キオユウ サモコア,富山県,21,28000,28000.0
モハ ツヤコカ,香川県,88,29200,29200.0
スワ モチムク,千葉県,80,20900,20900.0
カテカ ウムハコ,三重県,75,40100,40100.0
ナネイヲ ムクオ,愛媛県,49,28753,28800.0
ケヘムク ニユク,愛媛県,17,59578,59600.0
コノノツ カサ,長野県,44,96695,96700.0
トトス オヒヘ,和歌山県,99,56267,56300.0
ケンサ ヌムワア,島根県,72,100300,100300.0
ヌエメヤ カヌマフ,愛知県,90,30768,30800.0
ホテクト キヌ,岡山県,15,76500,76500.0
イケツム ヲシヒ,島根県,43,78400,78400.0
ウヒセヘ タス,熊本県,80,21400,21400.0
カスイサ ウマ,石川県,45,78719,78700.0
コテ ソンサ,香川県,90,30700,30700.0
ヒホ アスマヤ,福井県,42,44300,44300.0
ナト オオ,和歌山県,76,48020,48000.0
テニヒフ ナニメホ,沖縄県,47,69500,69500.0
ワツヨム エンイコ,長崎県,92,83400,83400.0
イヲテ ウタツ,福岡県,73,96000,96000.0
ワツサ ヌノヨ,島根県,91,74800,74800.0
ハコメム ツセヌ,岡山県,93,70000,70000.0
ワタ ケカキ,大分県,26,21344,21300.0
ユイソ メワ,秋田県,52,43000,43000.0
エトミ テオイキ,新潟県,54,24000,24000.0
ヒエソ ヲチヌイ,大阪府,87,36600,36600.0
アユヒセ ノヒト,京都府,68,46900,46900.0
ミユミ チオ,鳥取県,49,47000,47000.0
ヨケフ イホ,富山県,53,77700,77700.0
ヤヨワマ ワソ,福島県,80,25900,25900.0
コカキコ キオウ,新潟県,58,36900,36900.0
クイサミ ハヨケモ,鳥取県,75,47100,47100.0
アテハホ メチメ,静岡県,30,29731,29700.0
サヨ モハアイ,新潟県,17,21300,21300.0
サチア クヌ,宮崎県,25,55000,55000.0
キハワ ハソワネ,高知県,23,34623,34600.0
シホ ヘモムコ,香川県,64,24683,24700.0
ニモネ コモ,長野県,35,43700,43700.0
ミカナ ヤツセハ,埼玉県,76,46800,46800.0
ヤヌタフ メオミネ,茨城県,55,37700,37700.0
ヘアチ ツコ,長崎県,17,41288,41300.0
クヲ サイ,岐阜県,44,29166,29200.0
トソサツ エナ,愛知県,28,27867,27900.0
ミニ スフ,三重県,95,22463,22500.0
ユワ ナカホ,茨城県,26,65746,65700.0
ノヨヒ ンノオメ,徳島県,38,45500,45500.0
ヌミヌヤ チサヘ,秋田県,69,23900,23900.0
ヤセ トイホ,青森県,48,70607,70600.0
サイ セハシ,福岡県,19,22300,22300.0
シネ カスホヤ,鳥取県,98,34300,34300.0
ワサヨア ムヘン,大阪府,77,53900,53900.0
エチイ ハトス,北海道,22,25437,25400.0
カチヲ モア,佐賀県,15,39900,39900.0
ヒフモ ノマモソ,徳島県,58,125300,125300.0
エコ アヘハ,滋賀県,86,44200,44200.0
ワワヘト セエタ,岡山県,37,66221,66200.0
ヘクミ スミ,鳥取県,32,63300,63300.0
ミスユヒ トケ,埼玉県,79,23300,23300.0
セシ テモワ,三重県,44,20300,20300.0
クフ ナタ,福岡県,18,53381,53400.0
ソフヘ カノイ,三重県,95,45962,46000.0
ニワ モセ,静岡県,39,48300,48300.0
ワヌクエ ハセノイ,広島県,35,62900,62900.0
スム モシ,長野県,47,30136,30100.0
ムソヌ ヘネヤ,京都府,44,43215,43200.0
ツソミニ ネウモ,長野県,64,62053,62100.0
シンメ ヤオマヤ,埼玉県,62,59900,59900.0
ヲカ オマ,京都府,16,66600,66600.0
ムエヨ クネア,東京都,36,32000,32000.0
イヨハ セミ,三重県,92,45517,45500.0
ヘセサ ノエンノ,群馬県,57,38420,38400.0
ムニマホ サホエ,石川県,43,45621,45600.0
サチオ ナウヒ,熊本県,26,56800,56800.0
ニユヘ ツヲヘ,福島県,87,43500,43500.0
テンエタ ノトサ,愛知県,80,40900,40900.0
カタウ ウアア,宮城県,30,26402,26400.0
ヘス ミマ,大分県,63,30978,31000.0
ノホヨ クヒ,長野県,82,29724,29700.0
サエ テタ,長野県,97,64700,64700.0
ヤホタ アムソア,山口県,93,50396,50400.0
ホノ クタムテ,茨城県,98,31019,31000.0
エユネウ キキ,群馬県,85,24300,24300.0
ホマノ クンケ,兵庫県,92,23300,23300.0
スキノキ ソコヌ,宮崎県,93,38400,38400.0
トメ ケエ,徳島県,36,20866,20900.0
ヲムマク ヨクヤム,三重県,66,47000,47000.0
ヤモ ワノフ,奈良県,96,83500,83500.0
イテ メトナウ,宮城県,29,22028,22000.0
ネモム エチエム,大分県,88,35200,35200.0
チヘ ムオサ,千葉県,99,105738,105700.0
ヲウ アエシ,大阪府,29,52868,52900.0
オモチ ユセンネ,北海道,50,70600,70600.0
ハンタテ ヨア,東京都,88,50900,50900.0
エハ カスフ,岩手県,69,46528,46500.0
ユノ クミミモ,長野県,66,50600,50600.0
カナモエ ツミヨヒ,鹿児島県,44,32644,32600.0
ソウケカ ヒヤシ,沖縄県,45,61868,61900.0
ホス ワクツム,岩手県,80,62300,62300.0
シメメ ヒヘ,栃木県,46,45300,45300.0
ヌホヨ イヒム,青森県,80,35900,35900.0
ニセ ヨモホ,宮崎県,89,123642,123600.0
フミメヲ シメフ,大分県,96,119600,119600.0
キカ エヒヌヤ,茨城県,48,45877,45900.0
ケアキ カソソ,徳島県,58,50300,50300.0
シノハハ ヌン,北海道,95,55100,55100.0
ヌソ クニソ,福井県,44,20300,20300.0
フネ タメ,兵庫県,52,98000,98000.0
ハオ キソニシ,徳島県,71,99100,99100.0
ホウ ムナ,秋田県,68,51900,51900.0
クツ ネニコ,愛媛県,18,26310,26300.0
サトア アン,山口県,81,33000,33000.0
ムサ ユカ,大阪府,82,48300,48300.0
アノキオ タケヒ,山梨県,18,100502,100500.0
ヘツワ ユケカ,沖縄県,44,61400,61400.0
カアコワ ハヲ,福岡県,80,29100,29100.0
ヘコニサ マテコユ,奈良県,79,63559,63600.0
カサセ ハヘクヨ,山口県,17,49300,49300.0
スセタ ソモシク,静岡県,95,30477,30500.0
キツ ウヤス,大分県,34,66900,66900.0
モモ モソヤ,山梨県,94,62600,62600.0
ケネツク ノノオコ,山梨県,39,46244,46200.0
テマセ ナヘヒ,石川県,51,78200,78200.0
ミサ セチ,福岡県,72,20503,20500.0
ソコカフ トヤナク,神奈川県,30,62400,62400.0
ママモ ホミソウ,愛媛県,97,67600,67600.0
エヨシホ サツク,富山県,70,24000,24000.0
ヒン ハヨ,埼玉県,84,31400,31400.0
アコシ カナ,宮崎県,74,85200,85200.0
フキアテ イケオ,岩手県,36,27700,27700.0
ナフイ オウエキ,香川県,92,29800,29800.0
ヤヲメネ テチ,栃木県,44,31600,31600.0
ニスサ タミキナ,愛媛県,42,76000,76000.0
ナヒオ フオメ,福島県,64,26400,26400.0
ユヤツ マウキ,鹿児島県,54,76553,76600.0
ヒトワ ナマホ,宮崎県,15,57000,57000.0
スネン ヤフセス,青森県,88,42876,42900.0
ヘケカス タユツイ,香川県,49,63485,63500.0
タハオ ソハ,岐阜県,59,37500,37500.0
モヌフ ヘネ,岩手県,17,84700,84700.0
セサメ チワヲ,岡山県,71,27200,27200.0
キヲヲエ セクタウ,愛媛県,25,43157,43200.0
チテス ヨノワウ,新潟県,54,56519,56500.0
ナナオヲ ソマテ,北海道,78,29000,29000.0
タホ ヲシユ,広島県,85,57700,57700.0
トミ スヘ,山梨県,39,55200,55200.0
ネタ ナニ,新潟県,91,33175,33200.0
ムメソ マワシカ,大阪府,65,51764,51800.0
シヨヒ トネンノ,茨城県,15,74900,74900.0
ミチアヘ キヘムキ,神奈川県,88,62200,62200.0
ヒワアヤ ツヲミ,熊本県,95,98100,98100.0
ナン ミカセコ,佐賀県,52,108000,108000.0
マモホモ フタヒモ,福井県,44,24208,24200.0
ユア クユキ,秋田県,94,30100,30100.0
ケヨウ モメソエ,山形県,70,56636,56600.0
ウム ヤトナ,高知県,23,50900,50900.0
ワチセソ ヤコユ,福井県,65,29200,29200.0
ヘモニ セキマワ,愛知県,23,24703,24700.0
ムチ ミヘ,山形県,73,54900,54900.0
シネ ユノムタ,長崎県,95,53853,53900.0
ウムウタ アサ,福島県,20,28301,28300.0
ハハ ネアキソ,宮崎県,73,23344,23300.0
チイエト マエ,徳島県,80,42300,42300.0
ユク ホシハ,徳島県,66,76900,76900.0
タモ ネワ,新潟県,28,40300,40300.0
イメタ コチ,神奈川県,28,40900,40900.0
ミアナ ツクト,山梨県,69,84610,84600.0
オコ カケ,滋賀県,95,25900,25900.0
モヌヨ キケネイ,岐阜県,77,130200,130200.0
エツヨテ ムハ,静岡県,60,29427,29400.0
セケハ エセキテ,奈良県,71,25700,25700.0
トヒソ チワエタ,滋賀県,16,75200,75200.0
ンワホウ ヌテホツ,沖縄県,83,39400,39400.0
ヘツフモ ウフク,石川県,18,47000,47000.0
センウ ヌイモ,大分県,55,51400,51400.0
ノコミ ケフ,青森県,80,70900,70900.0
タウミ ムニミユ,山口県,61,22900,22900.0
フタフ ヌムフヤ,静岡県,18,67500,67500.0
ヘナヒソ ソヒオ,石川県,71,39900,39900.0
イハムエ ウモコア,山形県,46,29145,29100.0
ノヲヲタ ツワヨ,静岡県,81,34294,34300.0
ワエ アホノ,福島県,34,47100,47100.0
アツシサ ヘカ,岐阜県,77,28282,28300.0
ヨメア インコ,山形県,69,34600,34600.0
ミテクソ ハニソ,岐阜県,82,29000,29000.0
ナムス ニホ,栃木県,40,61400,61400.0
エソミ セメ,大分県,44,70600,70600.0
コイヌン チワ,岩手県,42,46900,46900.0
ヌスタユ カン,福岡県,79,28600,28600.0
イセイコ モワ,栃木県,50,35300,35300.0
ネヲコマ ホヲカ,神奈川県,92,71700,71700.0
ニサミホ オネエム,兵庫県,81,39200,39200.0
ムクコ ワソヌ,島根県,41,106400,106400.0
サスナナ テエ,広島県,79,22059,22100.0
セヲ モンヨカ,青森県,60,32784,32800.0
ヲヲ ユホト,福島県,44,42672,42700.0
ワクエニ キシス,栃木県,99,40647,40600.0
キオ シアナチ,山口県,59,52600,52600.0
ムシハン ユエン,神奈川県,64,35900,35900.0
ワセ トヤツハ,神奈川県,61,44617,44600.0
コウ スシムツ,兵庫県,99,20100,20100.0
ナヒソ クトツ,三重県,77,42074,42100.0
オトユ エワイス,茨城県,40,36900,36900.0
ネヲア ネフヒケ,岐阜県,62,87587,87600.0
アムイ ネク,宮崎県,77,47600,47600.0
ンスセ ホハ,富山県,27,67200,67200.0
ケンソセ ユイマム,石川県,45,22230,22200.0
クセ メメ,岩手県,68,23300,23300.0
ムマウ ヒテチヒ,神奈川県,23,72600,72600.0
エセメチ ヨキカ,山梨県,15,48500,48500.0
トヌツシ トモ,長野県,29,33436,33400.0
ユコツチ ヤエホ,神奈川県,95,43400,43400.0
タオコ モヨ,滋賀県,50,21400,21400.0
クマヤコ ソナヲ,山口県,38,91500,91500.0
メワクイ ホエヤホ,福井県,48,72300,72300.0
ヤヘタ コソケシ,鳥取県,65,54200,54200.0
ツヲンシ ンネヌヤ,新潟県,53,22200,22200.0
ヒマテエ ニネ,沖縄県,63,26900,26900.0
トマ ヒン,長崎県,30,24700,24700.0
クン ワスア,和歌山県,34,59800,59800.0
エクオ ヤテフマ,鳥取県,43,90400,90400.0
テソケ シサヘイ,宮崎県,45,56200,56200.0
ノテワ トソ,徳島県,70,27300,27300.0
ヲイ ニソハ,沖縄県,26,85900,85900.0
ヌヲ ヨチホウ,宮城県,81,56290,56300.0
エヨエホ ムヨヲツ,鹿児島県,59,50985,51000.0
ヌサクヒ ネチオテ,山形県,20,39489,39500.0
トヘワネ ムエ,滋賀県,79,29100,29100.0
ケセヤユ テモン,山梨県,50,35800,35800.0
イオ イコオコ,青森県,82,43900,43900.0
チホニホ カユヒオ,宮崎県,66,56617,56600.0
ヨン タンカチ,島根県,60,44000,44000.0
ホケニ チムクカ,長野県,74,27000,27000.0
カナキヨ モオトヘ,三重県,37,28900,28900.0
ケモム ミノチ,島根県,83,29537,29500.0
スモ ヘヤ,広島県,17,22948,22900.0
ヒニヨ ヨマス,福井県,86,75300,75300.0
ミセシマ サノ,沖縄県,53,48500,48500.0
ツマ シセイ,愛知県,97,29400,29400.0
テヲケス ヒオ,群馬県,50,35900,35900.0
アヤ ココン,茨城県,41,85200,85200.0
クエ ソホ,愛知県,53,31400,31400.0
ンム ウヨコ,富山県,78,42198,42200.0
チタスミ ハトウセ,宮崎県,25,28300,28300.0
キンウヒ ヌテコ,北海道,24,45600,45600.0
イモモ ネサユワ,大阪府,30,54818,54800.0
ヲヒミテ ムコサホ,福岡県,91,28880,28900.0
ハイ ユン,滋賀県,64,33100,33100.0
コシミメ ホカサ,新潟県,82,26600,26600.0
ヨシサウ ンホニ,岡山県,31,90224,90200.0
マチマケ シネセヒ,京都府,28,97083,97100.0
ハヘセ アサ,和歌山県,49,33800,33800.0
ケセワ ノセ,岐阜県,16,31758,31800.0
ンオムセ ホマヲ,富山県,40,41376,41400.0
メシ ノソネカ,茨城県,84,79644,79600.0
ナミウ ヲンマ,宮崎県,19,46000,46000.0
サシソノ ノエ,愛媛県,46,38927,38900.0
テヌチト イマ,徳島県,51,25936,25900.0
セオナ ヌヨミキ,新潟県,65,64600,64600.0
ユチ トチヲ,鳥取県,42,40600,40600.0
トマネ メカフ,京都府,75,89700,89700.0
ソハ オマヲア,滋賀県,35,33924,33900.0
シヤワタ オテキ,宮城県,28,116887,116900.0
タクカタ エナヤ,熊本県,39,42906,42900.0
ケクヤマ ワミ,青森県,80,39600,39600.0
ヒユス エモ,茨城県,18,73900,73900.0
シウサ クツタ,福井県,43,72100,72100.0
セヨウ ソキネ,山梨県,21,24700,24700.0
ナマ フスコ,福岡県,47,78600,78600.0
フオ トヨクセ,長野県,65,74700,74700.0
ヒアネ オミカウ,鳥取県,42,44500,44500.0
ホスワ アチムモ,石川県,79,31000,31000.0
シオ ヒムヨヌ,香川県,17,23900,23900.0
ムシ チハネア,奈良県,87,27700,27700.0
シウ ヨヒイ,宮城県,23,48800,48800.0
ンマコ クツケハ,愛知県,21,104248,104200.0
サヌ アホイム,岐阜県,52,24500,24500.0
トチア クツ,岩手県,19,37732,37700.0
シミネ マチナツ,岩手県,63,40600,40600.0
ソセ ナモ,島根県,51,41931,41900.0
ケヨ エネオ,長野県,37,46300,46300.0
クケ テヲネ,高知県,64,20679,20700.0
メエ カヨヲタ,和歌山県,47,25300,25300.0
ノニムイ コスキホ,滋賀県,90,92100,92100.0
ノマコ クヲコモ,静岡県,36,68700,68700.0
ノアナ テモチ,山梨県,63,43100,43100.0
ケヲク オツ,青森県,96,73225,73200.0
ママ カウツテ,長野県,45,48316,48300.0
ノタア タカヒ,沖縄県,71,91100,91100.0
テアハ キムイ,沖縄県,92,44400,44400.0
チヲ ノコテヒ,香川県,21,44064,44100.0
ニメ ソヨフイ,福島県,61,26967,27000.0
テチケフ サノケ,群馬県,65,34500,34500.0
スヤハキ アマナ,鹿児島県,48,36100,36100.0
サミウタ ハンマ,秋田県,84,60626,60600.0
ヤオ モヘ,佐賀県,55,34300,34300.0
ホツ イム,埼玉県,18,77400,77400.0
コケウ トテモ,三重県,20,89000,89000.0
セノ メキヲ,福岡県,69,91200,91200.0
モクサ チヲ,山梨県,49,35500,35500.0
オセコク ナエユ,長野県,19,69357,69400.0
メカユミ コカネ,山口県,72,31500,31500.0
ソヒヌテ タホソ,宮城県,23,41600,41600.0
タソヤ ツマカ,熊本県,87,42600,42600.0
ニワト シカイト,島根県,24,27800,27800.0
テヒシユ サミ,和歌山県,47,48100,48100.0
キヌ ネワ,佐賀県,21,51200,51200.0
ンクヒム ツフム,徳島県,16,58900,58900.0
ウチヒエ モヨイト,京都府,74,49400,49400.0
サタトヌ ヨソセ,新潟県,26,26100,26100.0
ウヌ シソ,宮城県,14,85900,85900.0
フウワメ ヌユン,千葉県,76,94100,94100.0
ヒタホス ノメワ,島根県,41,68800,68800.0
ネセニ ネク,福岡県,22,40995,41000.0
セコセミ ユス,秋田県,91,34132,34100.0
メタヌ マムニヲ,滋賀県,38,63400,63400.0
アユオ トフテア,和歌山県,20,114672,114700.0
ヒン ヲアツ,岩手県,87,45495,45500.0
エホネ ウウ,京都府,60,82700,82700.0
ノケケ ナフワノ,宮城県,21,40800,40800.0
ネオハ キミノ,岡山県,98,59578,59600.0
カヌ モケヤス,岐阜県,26,57331,57300.0
チテ イタ,鳥取県,36,29900,29900.0
ネモヨ チヲヨ,栃木県,85,32400,32400.0
カハ ユオ,埼玉県,44,107100,107100.0
ニキスタ テイト,東京都,78,36000,36000.0
ツン ソトテニ,福井県,87,29158,29200.0
ネテカ ツミア,鹿児島県,15,61051,61100.0
タヨ タカ,石川県,44,68200,68200.0
ヲワ ソナカイ,宮城県,78,45300,45300.0
ウネヒユ コワヌキ,群馬県,48,26500,26500.0
ノネ メミセヘ,宮城県,91,31617,31600.0
シクテシ ネカノ,沖縄県,98,53100,53100.0
メアトヌ ケチヒウ,山梨県,83,27600,27600.0
スチ ケヨコ,長野県,98,49300,49300.0
ホハケツ ワワテフ,秋田県,91,54974,55000.0
モヘコフ アホメ,高知県,87,74600,74600.0
クン サイ,長野県,38,44729,44700.0
オアマ メム,滋賀県,52,36738,36700.0
エワン トチ,山形県,29,78900,78900.0
ワナ イヨヨタ,広島県,18,41200,41200.0
アユ ヌヒモ,徳島県,31,27800,27800.0
キホウユ カサム,群馬県,85,51940,51900.0
ツフシニ アカソ,鹿児島県,60,24400,24400.0
ネミメコ クセヲ,高知県,36,45700,45700.0
スタ ホチ,滋賀県,27,23842,23800.0
スセヲ キユ,佐賀県,64,61753,61800.0
メヌウヒ ステ,和歌山県,30,48300,48300.0
オナテ オムタ,鳥取県,90,53400,53400.0
スニアカ イヒタテ,三重県,25,37629,37600.0
ノオク モケ,山口県,78,23885,23900.0
ソコツフ イヒフ,長野県,53,47001,47000.0
クカツ ヤチモハ,兵庫県,98,59080,59100.0
ヌカ ノユ,宮崎県,91,78029,78000.0
メム ヨカサ,兵庫県,77,79100,79100.0
モンヒ オウ,栃木県,70,26028,26000.0
ツウケ サエ,山形県,18,28900,28900.0
メメ ヨスウス,佐賀県,67,22900,22900.0
フヘ クオ,滋賀県,35,92400,92400.0
マミ コヒンヒ,熊本県,95,48000,48000.0
キフネノ セウヒ,鳥取県,74,32700,32700.0
ネセニイ ネマ,佐賀県,33,67300,67300.0
ニシキサ シヌムヒ,兵庫県,15,115200,115200.0
ホタホ モモウヌ,東京都,60,34000,34000.0
ホエメノ ハエ,鹿児島県,56,67661,67700.0
タンヘエ ニエ,岩手県,15,56883,56900.0
クニ セオヌ,福島県,76,23585,23600.0
ンケユ オヨクム,大分県,59,24100,24100.0
ネクトタ スネヒタ,岡山県,53,47100,47100.0
ヘチヲ カエア,岡山県,62,58000,58000.0
ムツ クエク,和歌山県,45,101100,101100.0
アヨワ ヘウ,愛知県,49,32053,32100.0
アネテナ クトワキ,京都府,20,35489,35500.0
クエヤ ミヨキオ,福岡県,68,33131,33100.0
ササソ ヒイ,東京都,22,53464,53500.0
ソシ オモ,東京都,26,59477,59500.0
ワモイ カノク,奈良県,77,33500,33500.0
